city,investment,building,handover_date,flat,area_m2,rooms,floor,logy,price_new_zlm2,price_old_zlm2,promo,link,img,date_scraped,total_price_zl,key
wroclaw,OSOBOWICKA 114,A,,A 13,47.252,2 pokoje z aneksem,Parter,OGRÓDEK,,,False,/pl-pl/wroclaw/mieszkanie?id=osobowicka 114_1_1_a_mk_13,/getmedia/f55cbede-9b3e-4e69-905c-71842273a88c/OSOBOWICKA%20114_1_1_A_MK_13_Rzut%203D_1.jpg?width=276,2026-02-12,,wroclaw|OSOBOWICKA 114|A|A 13
warszawa,APARTAMENTY BEETHOVENA,C,,C 19,78.892,4 pokoje z aneksem,2 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=apartamenty beethovena_2_1_c_mk_19,/getmedia/a41b1a64-8d52-4498-b88c-bbf249243f6f/APARTAMENTY%20BEETHOVENA_2_1_C_MK_19_Rzut%203D_1.jpg?width=276,2026-02-12,,warszawa|APARTAMENTY BEETHOVENA|C|C 19
warszawa,APARTAMENTY LITERACKA,C,,C 34,37.032,2 pokoje z aneksem,4 piętro,BALKON,184502.0,194002.0,True,/pl-pl/warszawa/mieszkanie?id=apartamenty literacka_2_1_c_mk_34,/getmedia/042fc9cd-a6f8-4bd9-b41c-21d5f32399b9/APARTAMENTY%20LITERACKA_2_1_C_MK_34_Rzut%203D_1.jpg?width=276,2026-02-12,6832478.063999999,warszawa|APARTAMENTY LITERACKA|C|C 34
warszawa,APARTAMENTY RUDNICKIEGO,D,,D 42,28.012,1 pokój z aneksem,4 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=apartamenty rudnickiego_1_1_d_mk_42,/getmedia/5fe8faf5-72de-4e19-bd8a-65f5f3ee7ddb/APARTAMENTY%20RUDNICKIEGO_1_1_D_MK_42_Rzut%203D_1.jpg?width=276,2026-02-12,,warszawa|APARTAMENTY RUDNICKIEGO|D|D 42
warszawa,DZIELNICA MIESZKANIOWA METRO ZACHÓD,B,,B 94,81.622,4 pokoje z aneksem,4 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=metro zachod_8_2_b_mk_94,/getmedia/fb0c8957-0816-47aa-a7e3-35d29f4fb163/METRO%20ZACH%c3%93D_8_2_B_MK_94_Rzut%203D_1.jpg?width=276,2026-02-12,,warszawa|DZIELNICA MIESZKANIOWA METRO ZACHÓD|B|B 94
warszawa,DZIELNICA MIESZKANIOWA METRO ZACHÓD,C,,C 46,30.272,2 pokoje z aneksem,4 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=metro zachod_8_1_c_mk_46,/getmedia/9471895a-77a2-458d-aae2-8aa3b3041f6b/METRO%20ZACH%c3%93D_8_1_C_MK_46_Rzut%203D_1.jpg?width=276,2026-02-12,,warszawa|DZIELNICA MIESZKANIOWA METRO ZACHÓD|C|C 46
warszawa,DZIELNICA MIESZKANIOWA METRO ZACHÓD,D,,D 83,80.162,4 pokoje z aneksem,Parter,OGRÓDEK,,,False,/pl-pl/warszawa/mieszkanie?id=metro zachod_8_2_d_mk_83,/getmedia/643ded5b-fc2c-4851-8d9f-e0b46fbf19c9/METRO%20ZACH%c3%93D_8_2_D_MK_83_Rzut%203D_1.jpg?width=276,2026-02-12,,warszawa|DZIELNICA MIESZKANIOWA METRO ZACHÓD|D|D 83
warszawa,MOKOTÓW SPORTOWY,A,,A 27,72.782,4 pokoje z aneksem,4 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=mokotow sportowy_3_1_a_mk_27,/getmedia/473c1615-24da-41ca-9d2b-ab478e47f3d7/MOKOT%c3%93W%20SPORTOWY_3_1_A_MK_27_Rzut%203D_1.jpg?width=276,2026-02-12,,warszawa|MOKOTÓW SPORTOWY|A|A 27
warszawa,MOKOTÓW SPORTOWY,A,,A 31,38.202,2 pokoje z aneksem,4 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=mokotow sportowy_3_1_a_mk_31,/getmedia/08f49bd4-5421-4e38-9213-f3d237c4c249/MOKOT%c3%93W%20SPORTOWY_3_1_A_MK_31_Rzut%203D_1.jpg?width=276,2026-02-12,,warszawa|MOKOTÓW SPORTOWY|A|A 31
warszawa,MOKOTÓW SPORTOWY,A,,A 32,37.772,2 pokoje z aneksem,4 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=mokotow sportowy_3_1_a_mk_32,/getmedia/2674c5b6-4c4f-433e-89b4-d3be865e288e/MOKOT%c3%93W%20SPORTOWY_3_1_A_MK_32_Rzut%203D_1.jpg?width=276,2026-02-12,,warszawa|MOKOTÓW SPORTOWY|A|A 32
warszawa,MOKOTÓW SPORTOWY,E,,E 30,59.812,3 pokoje z aneksem,3 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=mokotow sportowy_1_1b_e_mk_30,/getmedia/057f2ecd-e848-4616-ab7a-6bcb22f3da6a/MOKOT%c3%93W%20SPORTOWY_1_1b_E_MK_30_Rzut%203D_1.jpg?width=276,2026-02-12,,warszawa|MOKOTÓW SPORTOWY|E|E 30
trojmiasto,ZAJEZDNIA MOTŁAWA,B1,,B1 83,38.282,2 pokoje z aneksem,3 piętro,BALKON,,,False,/pl-pl/trojmiasto/mieszkanie?id=zajezdnia motlawa_1_1_b1_mk_83,/getmedia/8d58cce5-2f6e-4f4a-9659-3b0d1c60e12d/ZAJEZDNIA%20MOT%c5%81AWA_1_1_B1_MK_83_Rzut%203D_1.png?width=276,2026-02-12,,trojmiasto|ZAJEZDNIA MOTŁAWA|B1|B1 83
warszawa,DZIELNICA MIESZKANIOWA METRO ZACHÓD,H,,H 98,32.312,2 pokoje z aneksem,1 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=metro zachod_8_4_h_mk_98,/getmedia/a5805045-dbd9-40a3-bbc8-5c78eada0c22/METRO%20ZACH%c3%93D_8_4_H_MK_98_Rzut%203D_1.jpg?width=276,2026-02-13,,warszawa|DZIELNICA MIESZKANIOWA METRO ZACHÓD|H|H 98
warszawa,MOKOTÓW SPORTOWY,A,,A 11,72.782,4 pokoje z aneksem,2 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=mokotow sportowy_3_1_a_mk_11,/getmedia/34088d63-ed7e-48ca-a2ef-94295c85a614/MOKOT%c3%93W%20SPORTOWY_3_1_A_MK_11_Rzut%203D_1.jpg?width=276,2026-02-13,,warszawa|MOKOTÓW SPORTOWY|A|A 11
krakow,OSIEDLE PRZY MALBORSKIEJ,B,,B-8,36.972,2 pokoje z aneksem,1 piętro,LOGGIA,,,False,/pl-pl/krakow/mieszkanie?id=osiedle przy malborskiej_2_1_b_mk_8,/getmedia/0cf7b092-e400-4048-a68b-5d85784cf0d2/OSIEDLE%20PRZY%20MALBORSKIEJ_2_1_B_MK_8_Rzut%203D_1.jpg?width=276,2026-02-14,,krakow|OSIEDLE PRZY MALBORSKIEJ|B|B-8
wroclaw,APARTAMENTY NAD OŁAWKĄ,B,,B 60,49.792,3 pokoje z aneksem,1 piętro,BALKON,,,False,/pl-pl/wroclaw/mieszkanie?id=apartamenty nad olawka_2_1_b_mk_60,/getmedia/ee418d0d-1382-4da5-a772-8d5c09cf00bc/APARTAMENTY%20NAD%20O%c5%81AWK%c4%84_2_1_B_MK_60_Rzut%203D_1.jpg?width=276,2026-02-14,,wroclaw|APARTAMENTY NAD OŁAWKĄ|B|B 60
wroclaw,OSIEDLE RAPSODIA,B,,B 20,41.082,2 pokoje z aneksem,3 piętro,BALKON,,,False,/pl-pl/wroclaw/mieszkanie?id=osiedle rapsodia_2_1_b_mk_20,/getmedia/ccb748e4-842e-4297-9da3-4f1a2c44af42/OSIEDLE%20RAPSODIA_2_1_B_MK_20_Rzut%203D_1.jpg?width=276,2026-02-14,,wroclaw|OSIEDLE RAPSODIA|B|B 20
warszawa,DZIELNICA MIESZKANIOWA METRO ZACHÓD,B,,B 47,25.412,1 pokój z aneksem,1 piętro,BALKON,179502.0,189002.0,True,/pl-pl/warszawa/mieszkanie?id=metro zachod_8_2_b_mk_47,/getmedia/f00b6443-2b56-4787-8f5a-bbc3b7aa598d/METRO%20ZACH%c3%93D_8_2_B_MK_47_Rzut%203D_1.jpg?width=276,2026-02-14,4561504.824,warszawa|DZIELNICA MIESZKANIOWA METRO ZACHÓD|B|B 47
warszawa,MOKOTÓW SPORTOWY,A,,A 53,37.772,2 pokoje z aneksem,3 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=mokotow sportowy_3_1_a_mk_53,/getmedia/a93e47d5-506e-4082-a0cd-99f04f1d1fc2/MOKOT%c3%93W%20SPORTOWY_3_1_A_MK_53_Rzut%203D_1.jpg?width=276,2026-02-14,,warszawa|MOKOTÓW SPORTOWY|A|A 53
warszawa,OSIEDLE BOKSERSKA 71,C,,C 41,41.042,2 pokoje z aneksem,2 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=bokserska 71_2_2_c_mk_41,/getmedia/a00c9212-c4f8-4d6f-a46b-89ad05071418/BOKSERSKA%2071_2_2_C_MK_41_Rzut%203D_1.jpg?width=276,2026-02-14,,warszawa|OSIEDLE BOKSERSKA 71|C|C 41
warszawa,OSIEDLE URBINO,A,,A 8,58.882,4 pokoje z aneksem,1 piętro,BALKON,,,False,/pl-pl/warszawa/mieszkanie?id=urbino_4_1_a_mk_8,/getmedia/44ffa6b3-3707-4124-8ca1-98fbb574574a/URBINO_4_1_A_MK_8_Rzut%203D_1.jpg?width=276,2026-02-14,,warszawa|OSIEDLE URBINO|A|A 8
