city,investment,building,handover_date,flat,area_m2,rooms,floor,logy,price_new_zlm2,price_old_zlm2,promo,link,img,date_scraped,total_price_zl,key
krakow,APARTAMENTY PARK MATECZNEGO,D,,D-53,30.292,2 pokoje z aneksem,2 piętro,BALKON,,221002.0,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_3_d_mk_53,/getmedia/77db7592-d4f9-48a8-aa6e-40c97456a8f7/APARTAMENTY%20PARK%20MATECZNEGO_1_3_D_MK_53_Rzut%203D_1.jpg?width=276,2026-07-06,,krakow|APARTAMENTY PARK MATECZNEGO|D|D-53
krakow,APARTAMENTY PARK MATECZNEGO,I,,I-37,86.542,4 pokoje z aneksem,2 piętro,BALKON,,202002.0,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_2_2_i_mk_37,/getmedia/1e92fe96-f067-4bab-9a87-27a6bd6a2aad/APARTAMENTY%20PARK%20MATECZNEGO_2_2_I_MK_37_Rzut%203D_1.jpg?width=276,2026-07-06,,krakow|APARTAMENTY PARK MATECZNEGO|I|I-37
krakow,OSIEDLE MIESZKANIOWE GÓRKA NARODOWA,E,,E-36,48.692,2 pokoje z aneksem,1 piętro,LOGGIA,135782.0,146002.0,True,/pl-pl/krakow/mieszkanie?id=gorka narodowa_5_3_e_mk_36,/getmedia/f2268f7a-64b8-4cad-b50f-c43686ac345f/G%c3%93RKA%20NARODOWA_5_3_E_MK_36_Rzut%203D_1.jpg?width=276,2026-07-06,6611497.144,krakow|OSIEDLE MIESZKANIOWE GÓRKA NARODOWA|E|E-36
krakow,OSIEDLE MIESZKANIOWE GÓRKA NARODOWA,F,,F-16,30.732,1 pokój z aneksem,4 piętro,BALKON,171122.0,184002.0,True,/pl-pl/krakow/mieszkanie?id=gorka narodowa_5_3_f_mk_16,/getmedia/629af983-0af8-4e9c-adf7-527cf5324cfb/G%c3%93RKA%20NARODOWA_5_3_F_MK_16_Rzut%203D_1.jpg?width=276,2026-07-06,5258921.304,krakow|OSIEDLE MIESZKANIOWE GÓRKA NARODOWA|F|F-16
krakow,OSIEDLE PRZY WIELICKIEJ,B,,B-47,40.112,2 pokoje z aneksem,1 piętro,BALKON,,175002.0,False,/pl-pl/krakow/mieszkanie?id=osiedle przy wielickiej_1_2_b_mk_47,/getmedia/4df791e0-0369-4656-95ee-a3b3eb47e234/OSIEDLE%20PRZY%20WIELICKIEJ_1_2_B_MK_47_Rzut%203D_1.jpg?width=276,2026-07-06,,krakow|OSIEDLE PRZY WIELICKIEJ|B|B-47
krakow,PRZYSTANEK PRĄDNIK,D,,D-36,53.502,3 pokoje z aneksem,5 piętro,BALKON,,147002.0,False,/pl-pl/krakow/mieszkanie?id=przystanek pradnik_1_1_d_mk_36,/getmedia/515a8deb-4c90-47e5-8890-8bb14420b25e/PRZYSTANEK%20PR%c4%84DNIK_1_1_D_MK_36_Rzut%203D_1.jpg?width=276,2026-07-06,,krakow|PRZYSTANEK PRĄDNIK|D|D-36
wroclaw,APARTAMENTY KAMIEŃSKIEGO,A,,A 32,54.692,3 pokoje z aneksem,3 piętro,BALKON,,155002.0,False,/pl-pl/wroclaw/mieszkanie?id=apartamenty kamienskiego_1_1_a_mk_32,/getmedia/0541e89a-4c76-438d-a628-c66f15c6a25b/APARTAMENTY%20KAMIE%c5%83SKIEGO_1_1_A_MK_32_Rzut%203D_1.jpg?width=276,2026-07-06,,wroclaw|APARTAMENTY KAMIEŃSKIEGO|A|A 32
wroclaw,APARTAMENTY KAMIEŃSKIEGO,B,,B 2,55.262,3 pokoje z aneksem,Parter,,,169002.0,False,/pl-pl/wroclaw/mieszkanie?id=apartamenty kamienskiego_1_1_b_mk_2,/getmedia/630833bf-4216-406f-beeb-1797233010ed/APARTAMENTY%20KAMIE%c5%83SKIEGO_1_1_B_MK_2_Rzut%203D_1.jpg?width=276,2026-07-06,,wroclaw|APARTAMENTY KAMIEŃSKIEGO|B|B 2
wroclaw,APARTAMENTY NAD OŁAWKĄ,A,,A 73,44.822,2 pokoje,3 piętro,BALKON,,165002.0,False,/pl-pl/wroclaw/mieszkanie?id=apartamenty nad olawka_1_1_a_mk_73,/getmedia/d99618d0-b645-4f08-9dfb-5bdb7b4471b0/APARTAMENTY%20NAD%20O%c5%81AWK%c4%84_1_1_A_MK_73_Rzut%203D_1.jpg?width=276,2026-07-06,,wroclaw|APARTAMENTY NAD OŁAWKĄ|A|A 73
wroclaw,APARTAMENTY NAD OŁAWKĄ,B,,B 150,64.592,3 pokoje z aneksem,4 piętro,BALKON,,147002.0,False,/pl-pl/wroclaw/mieszkanie?id=apartamenty nad olawka_2_1_b_mk_150,/getmedia/dc4259f6-f64e-4a21-a5ec-964bc8884114/APARTAMENTY%20NAD%20O%c5%81AWK%c4%84_2_1_B_MK_150_Rzut%203D_1.jpg?width=276,2026-07-06,,wroclaw|APARTAMENTY NAD OŁAWKĄ|B|B 150
