city,investment,building,handover_date,flat,area_m2,rooms,floor,logy,price_new_zlm2,price_old_zlm2,promo,link,img,date_scraped,total_price_zl,key
krakow,29. ALEJA,C,,C-130,43.042,2 pokoje z aneksem,9 piętro,LOGGIA,170202.0,185002.0,True,/pl-pl/krakow/mieszkanie?id=29. aleja_2_2_c_mk_130,/getmedia/292bb76e-4d3b-476b-afee-25b8d2b1f6ed/29.%20ALEJA_2_2_C_MK_130_Rzut%203D_1.jpg?width=276,2026-07-20,7325834.484,krakow|29. ALEJA|C|C-130
krakow,29. ALEJA,C,,C-132,47.262,2 pokoje z aneksem,9 piętro,LOGGIA,165602.0,180002.0,True,/pl-pl/krakow/mieszkanie?id=29. aleja_2_2_c_mk_132,/getmedia/7ee88331-3a15-4fb1-8c85-447296cd45c9/29.%20ALEJA_2_2_C_MK_132_Rzut%203D_1.jpg?width=276,2026-07-20,7826681.724,krakow|29. ALEJA|C|C-132
krakow,29. ALEJA,E,,E-34,45.662,2 pokoje z aneksem,1 piętro,BALKON,167442.0,182002.0,True,/pl-pl/krakow/mieszkanie?id=29. aleja_2_1_e_mk_34,/getmedia/91082397-9153-4b84-8fb2-ba4da6024f36/29.%20ALEJA_2_1_E_MK_34_Rzut%203D_1.jpg?width=276,2026-07-20,7645736.604,krakow|29. ALEJA|E|E-34
krakow,29. ALEJA,C,,C-1,37.302,2 pokoje z aneksem,Parter,,,185002.0,False,/pl-pl/krakow/mieszkanie?id=29. aleja_2_2_c_mk_1,/getmedia/25b067d9-9bff-44ce-b3f0-ecefc134a709/29.%20ALEJA_2_2_C_MK_1_Rzut%203D_1.jpg?width=276,2026-07-20,,krakow|29. ALEJA|C|C-1
krakow,APARTAMENTY PARK MATECZNEGO,F,,F-36,54.692,3 pokoje z aneksem,1 piętro,BALKON,173902.0,185002.0,True,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_2_1_f_mk_36,/getmedia/146c057a-4932-4012-80a5-3f25473419ec/APARTAMENTY%20PARK%20MATECZNEGO_2_1_F_MK_36_Rzut%203D_1.jpg?width=276,2026-07-20,9511048.184,krakow|APARTAMENTY PARK MATECZNEGO|F|F-36
krakow,APARTAMENTY PARK MATECZNEGO,H,,H-64,54.692,3 pokoje z aneksem,2 piętro,BALKON,174842.0,186002.0,True,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_2_2_h_mk_64,/getmedia/12f48528-102a-4e64-9a16-f7e430e34dc6/APARTAMENTY%20PARK%20MATECZNEGO_2_2_H_MK_64_Rzut%203D_1.jpg?width=276,2026-07-20,9562458.664,krakow|APARTAMENTY PARK MATECZNEGO|H|H-64
krakow,APARTAMENTY PARK MATECZNEGO,C,,C-8,30.922,2 pokoje z aneksem,2 piętro,BALKON,,225502.0,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_2_c_mk_8,/getmedia/e73a15d9-92a0-415c-9f3a-88c7a8304ea0/APARTAMENTY%20PARK%20MATECZNEGO_1_2_C_MK_8_Rzut%203D_1.jpg?width=276,2026-07-20,,krakow|APARTAMENTY PARK MATECZNEGO|C|C-8
krakow,APARTAMENTY PARK MATECZNEGO,F,,F-64,54.692,3 pokoje z aneksem,1 piętro,BALKON,,185002.0,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_2_1_f_mk_64,/getmedia/394a2c16-b4ed-4404-99a2-0f6defcdf717/APARTAMENTY%20PARK%20MATECZNEGO_2_1_F_MK_64_Rzut%203D_1.jpg?width=276,2026-07-20,,krakow|APARTAMENTY PARK MATECZNEGO|F|F-64
krakow,APARTAMENTY PARK MATECZNEGO,G,,G-30,53.272,3 pokoje z aneksem,Parter,,,185002.0,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_2_1_g_mk_30,/getmedia/09c96b08-8c10-4462-9adb-8985f6f231c0/APARTAMENTY%20PARK%20MATECZNEGO_2_1_G_MK_30_Rzut%203D_1.jpg?width=276,2026-07-20,,krakow|APARTAMENTY PARK MATECZNEGO|G|G-30
krakow,APARTAMENTY PARK MATECZNEGO,H,,H-37,54.692,3 pokoje z aneksem,1 piętro,BALKON,,188002.0,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_2_2_h_mk_37,/getmedia/8f91f5d4-ece3-4e6c-9dfe-55928da2ca43/APARTAMENTY%20PARK%20MATECZNEGO_2_2_H_MK_37_Rzut%203D_1.jpg?width=276,2026-07-20,,krakow|APARTAMENTY PARK MATECZNEGO|H|H-37
krakow,APARTAMENTY PARK MATECZNEGO,H,,H-46,63.692,3 pokoje z aneksem,Parter,,,167002.0,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_2_2_h_mk_46,/getmedia/16f7bda2-110f-42d0-b30b-772576df2436/APARTAMENTY%20PARK%20MATECZNEGO_2_2_H_MK_46_Rzut%203D_1.jpg?width=276,2026-07-20,,krakow|APARTAMENTY PARK MATECZNEGO|H|H-46
krakow,APARTAMENTY PARK MATECZNEGO,H,,H-49,67.982,3 pokoje z aneksem,1 piętro,BALKON,,180002.0,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_2_2_h_mk_49,/getmedia/142080e7-2f91-4a5c-a37d-773123ae322d/APARTAMENTY%20PARK%20MATECZNEGO_2_2_H_MK_49_Rzut%203D_1.jpg?width=276,2026-07-20,,krakow|APARTAMENTY PARK MATECZNEGO|H|H-49
krakow,APARTAMENTY PARK MATECZNEGO,I,,I-36,30.382,2 pokoje z aneksem,2 piętro,BALKON,,219002.0,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_2_2_i_mk_36,/getmedia/29250dbf-5c6e-4d33-9515-f0657229fce8/APARTAMENTY%20PARK%20MATECZNEGO_2_2_I_MK_36_Rzut%203D_1.jpg?width=276,2026-07-20,,krakow|APARTAMENTY PARK MATECZNEGO|I|I-36
krakow,OSIEDLE MIESZKANIOWE GÓRKA NARODOWA,B,,B-10,51.252,2 pokoje z aneksem,3 piętro,BALKON,142292.0,153002.0,True,/pl-pl/krakow/mieszkanie?id=gorka narodowa_5_1_b_mk_10,/getmedia/aad4affa-977e-4b4d-8c1e-371efdc90ea0/G%c3%93RKA%20NARODOWA_5_1_B_MK_10_Rzut%203D_1.jpg?width=276,2026-07-20,7292749.584000001,krakow|OSIEDLE MIESZKANIOWE GÓRKA NARODOWA|B|B-10
krakow,OSIEDLE PRZY MALBORSKIEJ,B,,B-32,44.752,2 pokoje z aneksem,4 piętro,LOGGIA,161022.0,166002.0,True,/pl-pl/krakow/mieszkanie?id=osiedle przy malborskiej_2_1_b_mk_32,/getmedia/2ac1506d-5609-4f9c-ad2e-1a7fceca411f/OSIEDLE%20PRZY%20MALBORSKIEJ_2_1_B_MK_32_Rzut%203D_1.jpg?width=276,2026-07-20,7206056.544000001,krakow|OSIEDLE PRZY MALBORSKIEJ|B|B-32
krakow,OSIEDLE PRZY WIELICKIEJ,A,,A-5,39.482,2 pokoje z aneksem,1 piętro,BALKON,164032.0,174502.0,True,/pl-pl/krakow/mieszkanie?id=osiedle przy wielickiej_1_1_a_mk_5,/getmedia/f490f234-a17f-4627-9fa2-7f9adf60a4c3/OSIEDLE%20PRZY%20WIELICKIEJ_1_1_A_MK_5_Rzut%203D_1.jpg?width=276,2026-07-20,6476311.424,krakow|OSIEDLE PRZY WIELICKIEJ|A|A-5
