city,investment,building,handover_date,flat,area_m2,rooms,floor,logy,price_new_zlm2,price_old_zlm2,promo,link,img,date_scraped,total_price_zl,key
krakow,APARTAMENTY PARK MATECZNEGO,B,,B-24,48.642,3 pokoje z aneksem,Parter,,172052.0,185002.0,True,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_2_b_mk_24,/getmedia/042e3dd1-409c-4333-802c-22031f16038a/APARTAMENTY%20PARK%20MATECZNEGO_1_2_B_MK_24_Rzut%203D_1.jpg?width=276,2026-07-13,8368953.384000001,krakow|APARTAMENTY PARK MATECZNEGO|B|B-24
krakow,OSIEDLE PRZY WIELICKIEJ,B,,B-118,40.142,2 pokoje z aneksem,1 piętro,BALKON,164502.0,175002.0,True,/pl-pl/krakow/mieszkanie?id=osiedle przy wielickiej_1_2_b_mk_118,/getmedia/e4e2450e-ebb5-4657-8cde-805b02877f0a/OSIEDLE%20PRZY%20WIELICKIEJ_1_2_B_MK_118_Rzut%203D_1.jpg?width=276,2026-07-13,6603439.284000001,krakow|OSIEDLE PRZY WIELICKIEJ|B|B-118
krakow,OSIEDLE PRZY WIELICKIEJ,A,,A-6,42.692,2 pokoje z aneksem,1 piętro,BALKON,,173502.0,False,/pl-pl/krakow/mieszkanie?id=osiedle przy wielickiej_1_1_a_mk_6,/getmedia/d9299acb-18f1-41ec-b233-29160cdd460b/OSIEDLE%20PRZY%20WIELICKIEJ_1_1_A_MK_6_Rzut%203D_1.jpg?width=276,2026-07-13,,krakow|OSIEDLE PRZY WIELICKIEJ|A|A-6
krakow,OSIEDLE PRZY WIELICKIEJ,B,,B-122,41.512,2 pokoje z aneksem,1 piętro,,,175002.0,False,/pl-pl/krakow/mieszkanie?id=osiedle przy wielickiej_1_2_b_mk_122,/getmedia/b560aa3f-d081-4817-9ca1-53f5b727660f/OSIEDLE%20PRZY%20WIELICKIEJ_1_2_B_MK_122_Rzut%203D_1.jpg?width=276,2026-07-13,,krakow|OSIEDLE PRZY WIELICKIEJ|B|B-122
krakow,PRZYSTANEK PRĄDNIK,D,,D-10,35.582,2 pokoje z aneksem,1 piętro,BALKON,,152002.0,False,/pl-pl/krakow/mieszkanie?id=przystanek pradnik_1_1_d_mk_10,/getmedia/3ff0803a-31a7-41e4-b234-d2ed6cbdcffd/PRZYSTANEK%20PR%c4%84DNIK_1_1_D_MK_10_Rzut%203D_1.jpg?width=276,2026-07-13,,krakow|PRZYSTANEK PRĄDNIK|D|D-10
krakow,PRZYSTANEK PRĄDNIK,D,,D-50,35.582,2 pokoje z aneksem,6 piętro,BALKON,,157002.0,False,/pl-pl/krakow/mieszkanie?id=przystanek pradnik_1_1_d_mk_50,/getmedia/0c17a95d-9d54-4a0c-aba8-773c86ce5681/PRZYSTANEK%20PR%c4%84DNIK_1_1_D_MK_50_Rzut%203D_1.jpg?width=276,2026-07-13,,krakow|PRZYSTANEK PRĄDNIK|D|D-50
wroclaw,APARTAMENTY NAD OŁAWKĄ,A,,A 61,38.422,2 pokoje z aneksem,1 piętro,BALKON,,165002.0,False,/pl-pl/wroclaw/mieszkanie?id=apartamenty nad olawka_1_1_a_mk_61,/getmedia/85f0097b-792b-4f5f-b98a-7a73242867bc/APARTAMENTY%20NAD%20O%c5%81AWK%c4%84_1_1_A_MK_61_Rzut%203D_1.jpg?width=276,2026-07-13,,wroclaw|APARTAMENTY NAD OŁAWKĄ|A|A 61
wroclaw,HUBSKA 100,A,,A 112,40.722,2 pokoje z aneksem,6 piętro,LOGGIA,,165002.0,False,/pl-pl/wroclaw/mieszkanie?id=hubska 100_2_1_a_mk_112,/getmedia/b4ff8e35-5345-448f-b774-a23239025224/HUBSKA%20100_2_1_A_MK_112_Rzut%203D_1.jpg?width=276,2026-07-13,,wroclaw|HUBSKA 100|A|A 112
wroclaw,OSIEDLE ARKADIA,B1,,B1 36,57.062,3 pokoje z aneksem,3 piętro,BALKON,117802.0,124002.0,True,/pl-pl/wroclaw/mieszkanie?id=osiedle arkadia_2_1_b1_mk_36,/getmedia/019c1f28-b48d-4aa3-9057-d8fc8067c420/OSIEDLE%20ARKADIA_2_1_B1_MK_36_Rzut%203D_1.jpg?width=276,2026-07-13,6722017.723999999,wroclaw|OSIEDLE ARKADIA|B1|B1 36
wroclaw,OSIEDLE ARKADIA,B1,,B1 63,37.592,2 pokoje z aneksem,1 piętro,BALKON,,133002.0,False,/pl-pl/wroclaw/mieszkanie?id=osiedle arkadia_2_1_b1_mk_63,/getmedia/004addd4-41a1-4311-a706-ac601b2fb4a4/OSIEDLE%20ARKADIA_2_1_B1_MK_63_Rzut%203D_1.jpg?width=276,2026-07-13,,wroclaw|OSIEDLE ARKADIA|B1|B1 63
wroclaw,OSIEDLE ARKADIA,B1,,B1 76,37.592,2 pokoje z aneksem,2 piętro,BALKON,,135002.0,False,/pl-pl/wroclaw/mieszkanie?id=osiedle arkadia_2_1_b1_mk_76,/getmedia/86fc28e8-8ae3-4b82-bd11-1beaf7d0aa49/OSIEDLE%20ARKADIA_2_1_B1_MK_76_Rzut%203D_1.jpg?width=276,2026-07-13,,wroclaw|OSIEDLE ARKADIA|B1|B1 76
wroclaw,OSOBOWICKA 114,B,,B 51,40.982,2 pokoje z aneksem,1 piętro,BALKON,,153502.0,False,/pl-pl/wroclaw/mieszkanie?id=osobowicka 114_1_1_b_mk_51,/getmedia/73a2e8ba-6c60-4c53-b1b8-869a15d2e94e/OSOBOWICKA%20114_1_1_B_MK_51_Rzut%203D_1.jpg?width=276,2026-07-13,,wroclaw|OSOBOWICKA 114|B|B 51
wroclaw,WILLE BISKUPIN,J,,J 2,44.602,2 pokoje z aneksem,Parter,,210562.0,224002.0,True,/pl-pl/wroclaw/mieszkanie?id=wille biskupin_1_2_j_mk_2,/getmedia/9f3b14fd-c01e-4975-9a2b-92b04d699f69/WILLE%20BISKUPIN_1_2_J_MK_2_Rzut%203D_1.jpg?width=276,2026-07-13,9391486.324,wroclaw|WILLE BISKUPIN|J|J 2
