city,investment,building,handover_date,flat,area_m2,rooms,floor,logy,price_new_zlm2,price_old_zlm2,promo,link,img,date_scraped,total_price_zl,key
krakow,29. ALEJA,E,,E-5,54.392,3 pokoje z aneksem,1 piętro,BALKON,153652.0,167002.0,True,/pl-pl/krakow/mieszkanie?id=29. aleja_2_1_e_mk_5,/getmedia/f382640f-63cb-430c-be83-a02a39beeab2/29.%20ALEJA_2_1_E_MK_5_Rzut%203D_1.jpg?width=276,2026-02-16,8357439.584000001,krakow|29. ALEJA|E|E-5
krakow,29. ALEJA,C,,C-51,37.242,2 pokoje z aneksem,1 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=29. aleja_2_2_c_mk_51,/getmedia/cb2fd323-7bb4-4fc1-a841-4d8b932f9743/29.%20ALEJA_2_2_C_MK_51_Rzut%203D_1.jpg?width=276,2026-02-16,,krakow|29. ALEJA|C|C-51
krakow,29. ALEJA,C,,C-95,98.662,5 pokoi z aneksem,6 piętro,"BALKON, LOGGIA",,,False,/pl-pl/krakow/mieszkanie?id=29. aleja_2_2_c_mk_95,/getmedia/ebe86507-ea26-4b35-95d0-afbccd865fc9/29.%20ALEJA_2_2_C_MK_95_Rzut%203D_1.jpg?width=276,2026-02-16,,krakow|29. ALEJA|C|C-95
krakow,29. ALEJA,C,,C-125,30.872,2 pokoje z aneksem,9 piętro,LOGGIA,,,False,/pl-pl/krakow/mieszkanie?id=29. aleja_2_2_c_mk_125,/getmedia/fab608a4-c422-4ffd-8315-7bb52a3eaf67/29.%20ALEJA_2_2_C_MK_125_Rzut%203D_1.jpg?width=276,2026-02-16,,krakow|29. ALEJA|C|C-125
krakow,29. ALEJA,E,,E-13,54.392,3 pokoje z aneksem,3 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=29. aleja_2_1_e_mk_13,/getmedia/fe3b93cb-8b07-458c-8762-186afdc9d21d/29.%20ALEJA_2_1_E_MK_13_Rzut%203D_1.jpg?width=276,2026-02-16,,krakow|29. ALEJA|E|E-13
krakow,APARTAMENTY PARK MATECZNEGO,D,,D-28,49.682,3 pokoje z aneksem,1 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_3_d_mk_28,/getmedia/21663fd3-de5f-47e3-ab7d-a6c5c2ff403e/APARTAMENTY%20PARK%20MATECZNEGO_1_3_D_MK_28_Rzut%203D_1.jpg?width=276,2026-02-16,,krakow|APARTAMENTY PARK MATECZNEGO|D|D-28
krakow,OSIEDLE MIESZKANIOWE GÓRKA NARODOWA,F,,F-29,30.562,1 pokój z aneksem,1 piętro,BALKON,166552.0,181002.0,True,/pl-pl/krakow/mieszkanie?id=gorka narodowa_5_3_f_mk_29,/getmedia/aa79c8ed-dea9-44a3-8af3-bd832ea3a600/G%c3%93RKA%20NARODOWA_5_3_F_MK_29_Rzut%203D_1.jpg?width=276,2026-02-16,5090162.224,krakow|OSIEDLE MIESZKANIOWE GÓRKA NARODOWA|F|F-29
krakow,OSIEDLE MIESZKANIOWE GÓRKA NARODOWA,A,,A-7,51.602,2 pokoje z aneksem,3 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=gorka narodowa_5_1_a_mk_7,/getmedia/8384397d-7876-4dd4-b4ad-bc305bfa2ea6/G%c3%93RKA%20NARODOWA_5_1_A_MK_7_Rzut%203D_1.jpg?width=276,2026-02-16,,krakow|OSIEDLE MIESZKANIOWE GÓRKA NARODOWA|A|A-7
krakow,OSIEDLE MIESZKANIOWE GÓRKA NARODOWA,A,,A-24,41.482,2 pokoje z aneksem,1 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=gorka narodowa_5_1_a_mk_24,/getmedia/7abea94c-f4e0-4106-a4d3-ff5aa587e8d5/G%c3%93RKA%20NARODOWA_5_1_A_MK_24_Rzut%203D_1.jpg?width=276,2026-02-16,,krakow|OSIEDLE MIESZKANIOWE GÓRKA NARODOWA|A|A-24
krakow,OSIEDLE MIESZKANIOWE GÓRKA NARODOWA,A,,A-63,47.162,2 pokoje z aneksem,5 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=gorka narodowa_5_1_a_mk_63,/getmedia/7a0ad8e7-a367-486d-97e6-9fb858c2192d/G%c3%93RKA%20NARODOWA_5_1_A_MK_63_Rzut%203D_1.jpg?width=276,2026-02-16,,krakow|OSIEDLE MIESZKANIOWE GÓRKA NARODOWA|A|A-63
