city,investment,building,handover_date,flat,area_m2,rooms,floor,logy,price_new_zlm2,price_old_zlm2,promo,link,img,date_scraped,total_price_zl,key
krakow,29. ALEJA,C,,C-54,42.682,2 pokoje z aneksem,1 piętro,LOGGIA,168202.0,177002.0,True,/pl-pl/krakow/mieszkanie?id=29. aleja_2_2_c_mk_54,/getmedia/ec12526e-5825-49d6-addb-721b11803836/29.%20ALEJA_2_2_C_MK_54_Rzut%203D_1.jpg?width=276,2026-01-26,7179197.764,krakow|29. ALEJA|C|C-54
krakow,29. ALEJA,C,,C-88,42.922,2 pokoje z aneksem,5 piętro,LOGGIA,,,False,/pl-pl/krakow/mieszkanie?id=29. aleja_2_2_c_mk_88,/getmedia/266150a0-7fe7-4eba-bf72-a58ed65afafb/29.%20ALEJA_2_2_C_MK_88_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|29. ALEJA|C|C-88
krakow,29. ALEJA,C,,C-100,48.022,2 pokoje z aneksem,6 piętro,LOGGIA,,,False,/pl-pl/krakow/mieszkanie?id=29. aleja_2_2_c_mk_100,/getmedia/52b2ebaa-3f2e-419b-a0af-50f674430202/29.%20ALEJA_2_2_C_MK_100_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|29. ALEJA|C|C-100
krakow,29. ALEJA,E,,E-159,45.362,2 pokoje z aneksem,8 piętro,LOGGIA,,,False,/pl-pl/krakow/mieszkanie?id=29. aleja_2_1_e_mk_159,/getmedia/10efe61c-9897-4733-8b53-46e90357ba75/29.%20ALEJA_2_1_E_MK_159_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|29. ALEJA|E|E-159
krakow,APARTAMENTY PARK MATECZNEGO,B,,B-46,54.852,3 pokoje z aneksem,1 piętro,BALKON,174802.0,184002.0,True,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_2_b_mk_46,/getmedia/3b1d5d1c-5bd1-41e0-b2e5-8bd1cc3df566/APARTAMENTY%20PARK%20MATECZNEGO_1_2_B_MK_46_Rzut%203D_1.jpg?width=276,2026-01-26,9588239.304,krakow|APARTAMENTY PARK MATECZNEGO|B|B-46
krakow,APARTAMENTY PARK MATECZNEGO,E,,E-26,71.792,3 pokoje z aneksem,1 piętro,BALKON,169102.0,178002.0,True,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_3_e_mk_26,/getmedia/1b60d5c4-8a7f-44c7-8c97-4bdb66e7e4bc/APARTAMENTY%20PARK%20MATECZNEGO_1_3_E_MK_26_Rzut%203D_1.jpg?width=276,2026-01-26,12140170.784,krakow|APARTAMENTY PARK MATECZNEGO|E|E-26
krakow,APARTAMENTY PARK MATECZNEGO,B,,B-7,54.742,3 pokoje z aneksem,1 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_2_b_mk_7,/getmedia/38b72aec-1a59-43ce-a87d-6d7f8f2b0791/APARTAMENTY%20PARK%20MATECZNEGO_1_2_B_MK_7_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|APARTAMENTY PARK MATECZNEGO|B|B-7
krakow,APARTAMENTY PARK MATECZNEGO,B,,B-13,30.562,1 pokój z aneksem,3 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_2_b_mk_13,/getmedia/88a2cb71-7f26-47db-995a-3092b9cb075c/APARTAMENTY%20PARK%20MATECZNEGO_1_2_B_MK_13_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|APARTAMENTY PARK MATECZNEGO|B|B-13
krakow,APARTAMENTY PARK MATECZNEGO,B,,B-67,30.282,2 pokoje z aneksem,6 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_2_b_mk_67,/getmedia/609f56cf-2fbb-4f85-a505-b18c35f026cb/APARTAMENTY%20PARK%20MATECZNEGO_1_2_B_MK_67_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|APARTAMENTY PARK MATECZNEGO|B|B-67
krakow,APARTAMENTY PARK MATECZNEGO,B,,B-76,45.252,2 pokoje z aneksem,2 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_2_b_mk_76,/getmedia/9b99dc77-0500-4b2d-981a-818bb4e48e27/APARTAMENTY%20PARK%20MATECZNEGO_1_2_B_MK_76_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|APARTAMENTY PARK MATECZNEGO|B|B-76
krakow,APARTAMENTY PARK MATECZNEGO,B,,B-77,66.392,3 pokoje z aneksem,2 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_2_b_mk_77,/getmedia/1e843895-3d0d-49a0-98c0-a58557d80771/APARTAMENTY%20PARK%20MATECZNEGO_1_2_B_MK_77_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|APARTAMENTY PARK MATECZNEGO|B|B-77
krakow,APARTAMENTY PARK MATECZNEGO,D,,D-87,45.382,2 pokoje z aneksem,5 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=apartamenty park matecznego_1_3_d_mk_87,/getmedia/c0136d96-cd30-4625-96c7-9e2041d25f26/APARTAMENTY%20PARK%20MATECZNEGO_1_3_D_MK_87_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|APARTAMENTY PARK MATECZNEGO|D|D-87
krakow,OSIEDLE MIESZKANIOWE GÓRKA NARODOWA,E,,E-26,38.792,2 pokoje z aneksem,4 piętro,LOGGIA,168202.0,177002.0,True,/pl-pl/krakow/mieszkanie?id=gorka narodowa_5_3_e_mk_26,/getmedia/0b21b402-1902-41bf-94b7-38c0ae9ea756/G%c3%93RKA%20NARODOWA_5_3_E_MK_26_Rzut%203D_1.jpg?width=276,2026-01-26,6524891.984,krakow|OSIEDLE MIESZKANIOWE GÓRKA NARODOWA|E|E-26
krakow,OSIEDLE MIESZKANIOWE GÓRKA NARODOWA,E,,E-33,38.672,2 pokoje z aneksem,5 piętro,LOGGIA,,,False,/pl-pl/krakow/mieszkanie?id=gorka narodowa_5_3_e_mk_33,/getmedia/ab9e82c2-dad3-4119-a917-73e4d7111a6a/G%c3%93RKA%20NARODOWA_5_3_E_MK_33_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|OSIEDLE MIESZKANIOWE GÓRKA NARODOWA|E|E-33
krakow,OSIEDLE MIESZKANIOWE GÓRKA NARODOWA,E,,E-40,48.652,2 pokoje z aneksem,2 piętro,LOGGIA,,,False,/pl-pl/krakow/mieszkanie?id=gorka narodowa_5_3_e_mk_40,/getmedia/a916c45b-87bd-4117-a250-c937414e01dd/G%c3%93RKA%20NARODOWA_5_3_E_MK_40_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|OSIEDLE MIESZKANIOWE GÓRKA NARODOWA|E|E-40
krakow,OSIEDLE MIESZKANIOWE GÓRKA NARODOWA,F,,F-32,38.562,2 pokoje z aneksem,2 piętro,BALKON,,,False,/pl-pl/krakow/mieszkanie?id=gorka narodowa_5_3_f_mk_32,/getmedia/081525dd-1f4a-4e07-9849-819ce78d23d4/G%c3%93RKA%20NARODOWA_5_3_F_MK_32_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|OSIEDLE MIESZKANIOWE GÓRKA NARODOWA|F|F-32
krakow,OSIEDLE PRZY WIELICKIEJ,A,,A-3,42.112,2 pokoje z aneksem,1 piętro,"TARAS, OGRÓDEK",,,False,/pl-pl/krakow/mieszkanie?id=osiedle przy wielickiej_1_1_a_mk_3,/getmedia/2baad4b9-97ba-46bd-ac98-6d49090f2027/OSIEDLE%20PRZY%20WIELICKIEJ_1_1_A_MK_3_Rzut%203D_1.jpg?width=276,2026-01-26,,krakow|OSIEDLE PRZY WIELICKIEJ|A|A-3
